Date,Australia,,Belgium,,Bulgaria,,Canada,,France,,Germany,,Greece,,Hong Kong,,Ireland,,Italy,,Japan,,Malaysia,,Mexico,,Netherlands,,New Zealand,,Portugal,,Singapore,,South Africa,,Spain,,Turkey,,UK,,US
8/24/2015,862.58,8/24/2015,183.16,8/24/2015,86.21,8/24/2015,243.76,8/24/2015,1709.93,8/24/2015,792.34,8/24/2015,80.94,8/24/2015,38.77,8/24/2015,157.45,8/24/2015,226.2,8/24/2015,1.53,8/24/2015,36.95,8/24/2015,12.25,8/24/2015,201.16,8/24/2015,79.86,8/24/2015,57.84,8/24/2015,79.28,8/24/2015,40.94,8/24/2015,126.36,8/24/2015,44.13,8/24/2015,7317.54,8/24/2015,1796.84
8/25/2015,888.39,8/25/2015,184.11,8/25/2015,85.28,8/25/2015,244.59,8/25/2015,1729.19,8/25/2015,799.52,8/25/2015,78.45,8/25/2015,38.87,8/25/2015,161.63,8/25/2015,230.49,8/25/2015,1.47,8/25/2015,37.4,8/25/2015,12.33,8/25/2015,206.09,8/25/2015,78.82,8/25/2015,57.02,8/25/2015,81.34,8/25/2015,41.6,8/25/2015,127.78,8/25/2015,44.87,8/25/2015,7507.82,8/25/2015,1750.32
8/26/2015,874.28,8/26/2015,182.15,8/26/2015,85.45,8/26/2015,248.89,8/26/2015,1705.16,8/26/2015,784.04,8/26/2015,80.12,8/26/2015,38.22,8/26/2015,157.81,8/26/2015,225.93,8/26/2015,1.48,8/26/2015,37.5,8/26/2015,12.19,8/26/2015,202.41,8/26/2015,77.47,8/26/2015,56.99,8/26/2015,80.77,8/26/2015,40.82,8/26/2015,127.43,8/26/2015,44.15,8/26/2015,7288.99,8/26/2015,1797.8
8/27/2015,892.45,8/27/2015,184.03,8/27/2015,84.11,8/27/2015,251.34,8/27/2015,1714.67,8/27/2015,784.95,8/27/2015,82.08,8/27/2015,38.97,8/27/2015,157.97,8/27/2015,226.01,8/27/2015,1.49,8/27/2015,38.46,8/27/2015,12.57,8/27/2015,204.93,8/27/2015,78.64,8/27/2015,56.05,8/27/2015,83.39,8/27/2015,41.71,8/27/2015,125.76,8/27/2015,46.04,8/27/2015,7371.26,8/27/2015,1834.2
8/28/2015,890.13,8/28/2015,183.17,8/28/2015,83.83,8/28/2015,250.47,8/28/2015,1712.36,8/28/2015,784.17,8/28/2015,80.34,8/28/2015,38.51,8/28/2015,156.19,8/28/2015,221.08,8/28/2015,1.51,8/28/2015,38.36,8/28/2015,12.77,8/28/2015,203.01,8/28/2015,79.74,8/28/2015,56.08,8/28/2015,83.94,8/28/2015,41.46,8/28/2015,126.92,8/28/2015,45.57,8/28/2015,7324.16,8/28/2015,1830.69
8/31/2015,879.48,8/31/2015,184.49,8/31/2015,83.83,8/31/2015,248.35,8/31/2015,1708.29,8/31/2015,789.64,8/31/2015,80.22,8/31/2015,37.96,8/31/2015,157.59,8/31/2015,225.4,8/31/2015,1.49,8/31/2015,38.36,8/31/2015,12.65,8/31/2015,203.22,8/31/2015,76.53,8/31/2015,55.99,8/31/2015,83.26,8/31/2015,41.85,8/31/2015,126.52,8/31/2015,45.25,8/31/2015,7336.79,8/31/2015,1792.95
9/1/2015,859.23,9/1/2015,182.08,9/1/2015,84.96,9/1/2015,247.77,9/1/2015,1682.17,9/1/2015,778.4,9/1/2015,79.48,9/1/2015,38.09,9/1/2015,156.24,9/1/2015,219.97,9/1/2015,1.47,9/1/2015,38.95,9/1/2015,12.52,9/1/2015,198.38,9/1/2015,76.81,9/1/2015,56.26,9/1/2015,81.75,9/1/2015,40.56,9/1/2015,127.06,9/1/2015,44.36,9/1/2015,7170.26,9/1/2015,1759.61
9/2/2015,856.56,9/2/2015,183.44,9/2/2015,84.43,9/2/2015,248.14,9/2/2015,1692.06,9/2/2015,783.5,9/2/2015,81.35,9/2/2015,38.19,9/2/2015,155.4,9/2/2015,220.91,9/2/2015,1.45,9/2/2015,37.9,9/2/2015,12.39,9/2/2015,200.09,9/2/2015,76.27,9/2/2015,56.12,9/2/2015,80.83,9/2/2015,40.59,9/2/2015,127.38,9/2/2015,44.42,9/2/2015,7291.95,9/2/2015,1778.91
9/3/2015,848.73,9/3/2015,182,9/3/2015,83.33,9/3/2015,253.65,9/3/2015,1698.54,9/3/2015,782.84,9/3/2015,82.23,9/3/2015,38.18,9/3/2015,157.02,9/3/2015,224.56,9/3/2015,1.45,9/3/2015,37,9/3/2015,12.64,9/3/2015,201.94,9/3/2015,77.05,9/3/2015,55.45,9/3/2015,81.79,9/3/2015,40.75,9/3/2015,128.38,9/3/2015,44.29,9/3/2015,7298.77,9/3/2015,1783.02
9/4/2015,839.01,9/4/2015,181.05,9/4/2015,83.69,9/4/2015,248.02,9/4/2015,1663.25,9/4/2015,773.09,9/4/2015,80.79,9/4/2015,37.91,9/4/2015,155.11,9/4/2015,220.33,9/4/2015,1.44,9/4/2015,37.15,9/4/2015,12.5,9/4/2015,197.81,9/4/2015,75.77,9/4/2015,55.55,9/4/2015,81.04,9/4/2015,39.48,9/4/2015,125.9,9/4/2015,43.38,9/4/2015,7135.74,9/4/2015,1747.9
9/7/2015,845.92,9/7/2015,182.1,9/7/2015,83.77,9/7/2015,247.27,9/7/2015,1674.1,9/7/2015,774.83,9/7/2015,80.46,9/7/2015,37.54,9/7/2015,157.08,9/7/2015,221.08,9/7/2015,1.43,9/7/2015,36.7,9/7/2015,12.38,9/7/2015,198.08,9/7/2015,74.8,9/7/2015,55.76,9/7/2015,80.21,9/7/2015,38.29,9/7/2015,127.7,9/7/2015,42.37,9/7/2015,7173.26,9/7/2015,1747.9
9/8/2015,866.79,9/8/2015,183.07,9/8/2015,83.86,9/8/2015,248.87,9/8/2015,1698.02,9/8/2015,778.88,9/8/2015,81.95,9/8/2015,38.92,9/8/2015,156.13,9/8/2015,222.64,9/8/2015,1.4,9/8/2015,36.46,9/8/2015,12.54,9/8/2015,201.04,9/8/2015,74.86,9/8/2015,55.89,9/8/2015,81.21,9/8/2015,39.24,9/8/2015,129.22,9/8/2015,42.81,9/8/2015,7295.94,9/8/2015,1774.47
9/9/2015,879.15,9/9/2015,184.57,9/9/2015,83.15,9/9/2015,247.54,9/9/2015,1709.8,9/9/2015,773.11,9/9/2015,80.14,9/9/2015,39.38,9/9/2015,154.76,9/9/2015,225.33,9/9/2015,1.39,9/9/2015,37.45,9/9/2015,12.58,9/9/2015,201.71,9/9/2015,76.2,9/9/2015,55.8,9/9/2015,82.73,9/9/2015,39.29,9/9/2015,129.63,9/9/2015,42.75,9/9/2015,7383,9/9/2015,1750.62
9/10/2015,862.49,9/10/2015,185.63,9/10/2015,83.7,9/10/2015,246.28,9/10/2015,1712.47,9/10/2015,775.88,9/10/2015,81.38,9/10/2015,38.28,9/10/2015,155.3,9/10/2015,226.45,9/10/2015,1.4,9/10/2015,37.3,9/10/2015,12.66,9/10/2015,200.35,9/10/2015,74.83,9/10/2015,56.08,9/10/2015,81.86,9/10/2015,39.75,9/10/2015,128.66,9/10/2015,42.57,9/10/2015,7391.25,9/10/2015,1753.49
9/11/2015,857.12,9/11/2015,185.35,9/11/2015,84.88,9/11/2015,245.19,9/11/2015,1694.25,9/11/2015,770.11,9/11/2015,83.36,9/11/2015,38.09,9/11/2015,156.7,9/11/2015,222.17,9/11/2015,1.45,9/11/2015,37.56,9/11/2015,12.86,9/11/2015,197.54,9/11/2015,75.3,9/11/2015,56.4,9/11/2015,81.86,9/11/2015,39.88,9/11/2015,127.81,9/11/2015,42.45,9/11/2015,7292.04,9/11/2015,1781.71
9/14/2015,874.08,9/14/2015,183.38,9/14/2015,84.68,9/14/2015,244.78,9/14/2015,1674.28,9/14/2015,751.91,9/14/2015,85.86,9/14/2015,38.46,9/14/2015,157.64,9/14/2015,220.37,9/14/2015,1.46,9/14/2015,37.78,9/14/2015,13,9/14/2015,196.57,9/14/2015,75.43,9/14/2015,56.43,9/14/2015,81.67,9/14/2015,40.72,9/14/2015,126.92,9/14/2015,42.6,9/14/2015,7238.19,9/14/2015,1780.7
9/15/2015,855.08,9/15/2015,183.18,9/15/2015,84.56,9/15/2015,245.61,9/15/2015,1663.81,9/15/2015,750.36,9/15/2015,84.97,9/15/2015,38.56,9/15/2015,158.81,9/15/2015,222.83,9/15/2015,1.46,9/15/2015,37.44,9/15/2015,13.06,9/15/2015,195.11,9/15/2015,75.22,9/15/2015,56.34,9/15/2015,81.4,9/15/2015,40.94,9/15/2015,127.44,9/15/2015,42.78,9/15/2015,7193.17,9/15/2015,1797
9/16/2015,868.04,9/16/2015,184.46,9/16/2015,84.27,9/16/2015,248.29,9/16/2015,1679.32,9/16/2015,754.35,9/16/2015,85.12,9/16/2015,38.79,9/16/2015,158.96,9/16/2015,222.52,9/16/2015,1.45,9/16/2015,37.44,9/16/2015,13.22,9/16/2015,196.9,9/16/2015,76.02,9/16/2015,56.44,9/16/2015,82.36,9/16/2015,41.57,9/16/2015,127.99,9/16/2015,43.22,9/16/2015,7303.23,9/16/2015,1817.6
9/17/2015,871.65,9/17/2015,185.74,9/17/2015,84.44,9/17/2015,249.27,9/17/2015,1685.67,9/17/2015,763.69,9/17/2015,82.92,9/17/2015,38.56,9/17/2015,159.61,9/17/2015,221.97,9/17/2015,1.48,9/17/2015,38.25,9/17/2015,13.23,9/17/2015,198.64,9/17/2015,75.97,9/17/2015,56.55,9/17/2015,82.6,9/17/2015,41.69,9/17/2015,127.97,9/17/2015,43.24,9/17/2015,7333.28,9/17/2015,1836.37
9/18/2015,883.25,9/18/2015,186.12,9/18/2015,85.05,9/18/2015,249.73,9/18/2015,1693.03,9/18/2015,759.65,9/18/2015,85.74,9/18/2015,39.16,9/18/2015,160.67,9/18/2015,221.78,9/18/2015,1.5,9/18/2015,38.35,9/18/2015,13.22,9/18/2015,199.34,9/18/2015,77.72,9/18/2015,56.85,9/18/2015,83.25,9/18/2015,41.79,9/18/2015,130.68,9/18/2015,43.75,9/18/2015,7383.1,9/18/2015,1831.2
9/21/2015,861.03,9/21/2015,184.86,9/21/2015,83.69,9/21/2015,251.87,9/21/2015,1681.01,9/21/2015,762.62,9/21/2015,85.68,9/21/2015,39.57,9/21/2015,156.95,9/21/2015,220.71,9/21/2015,1.49,9/21/2015,37.73,9/21/2015,13.1,9/21/2015,199.65,9/21/2015,76.35,9/21/2015,55.94,9/21/2015,82.55,9/21/2015,41.06,9/21/2015,129.24,9/21/2015,44.6,9/21/2015,7346.05,9/21/2015,1845.88
9/22/2015,859.49,9/22/2015,182.39,9/22/2015,83.23,9/22/2015,250.38,9/22/2015,1652.28,9/22/2015,744.2,9/22/2015,82.97,9/22/2015,39.99,9/22/2015,154.75,9/22/2015,216.91,9/22/2015,1.5,9/22/2015,37.72,9/22/2015,12.92,9/22/2015,193.68,9/22/2015,75.56,9/22/2015,55.63,9/22/2015,82.02,9/22/2015,40.31,9/22/2015,126.94,9/22/2015,44.32,9/22/2015,7192.49,9/22/2015,1821.03
9/23/2015,840.66,9/23/2015,184.47,9/23/2015,82.76,9/23/2015,247.62,9/23/2015,1666.38,9/23/2015,750.29,9/23/2015,83.98,9/23/2015,39.29,9/23/2015,155.3,9/23/2015,219.25,9/23/2015,1.49,9/23/2015,37.11,9/23/2015,12.72,9/23/2015,196.8,9/23/2015,73.95,9/23/2015,55.69,9/23/2015,81.38,9/23/2015,40.23,9/23/2015,128,9/23/2015,43.94,9/23/2015,7269.38,9/23/2015,1831.82
9/24/2015,861.61,9/24/2015,185.67,9/24/2015,84.03,9/24/2015,246.23,9/24/2015,1686.14,9/24/2015,756.14,9/24/2015,85.07,9/24/2015,38.69,9/24/2015,155.84,9/24/2015,223.56,9/24/2015,1.51,9/24/2015,37.11,9/24/2015,12.3,9/24/2015,199.28,9/24/2015,75.58,9/24/2015,56.41,9/24/2015,81.32,9/24/2015,39.5,9/24/2015,128.05,9/24/2015,43.56,9/24/2015,7289.97,9/24/2015,1814.33
9/25/2015,862.8,9/25/2015,186.34,9/25/2015,83.07,9/25/2015,248.63,9/25/2015,1715.93,9/25/2015,752.32,9/25/2015,83.92,9/25/2015,39.06,9/25/2015,153.87,9/25/2015,226.58,9/25/2015,1.55,9/25/2015,37.11,9/25/2015,12.45,9/25/2015,202.55,9/25/2015,75.9,9/25/2015,55.83,9/25/2015,81.73,9/25/2015,40.27,9/25/2015,129.43,9/25/2015,43.82,9/25/2015,7399.13,9/25/2015,1823.54
9/28/2015,871.22,9/28/2015,185.74,9/28/2015,83.18,9/28/2015,244.57,9/28/2015,1687.38,9/28/2015,758.73,9/28/2015,83.15,9/28/2015,39.06,9/28/2015,154.14,9/28/2015,221.51,9/28/2015,1.56,9/28/2015,36.88,9/28/2015,12.39,9/28/2015,199.77,9/28/2015,75.5,9/28/2015,56.01,9/28/2015,80.81,9/28/2015,39.38,9/28/2015,130.34,9/28/2015,42.9,9/28/2015,7291.96,9/28/2015,1786.41
9/29/2015,848.53,9/29/2015,185.38,9/29/2015,83.02,9/29/2015,247.71,9/29/2015,1687.76,9/29/2015,763.61,9/29/2015,81.82,9/29/2015,38.23,9/29/2015,153.41,9/29/2015,220.75,9/29/2015,1.51,9/29/2015,36.25,9/29/2015,12.29,9/29/2015,199.93,9/29/2015,75.71,9/29/2015,56.06,9/29/2015,80.59,9/29/2015,39.88,9/29/2015,129.85,9/29/2015,43.87,9/29/2015,7209.36,9/29/2015,1804.67
9/30/2015,868,9/30/2015,184.91,9/30/2015,82.56,9/30/2015,249.56,9/30/2015,1700.81,9/30/2015,764.2,9/30/2015,81.41,9/30/2015,39.25,9/30/2015,154.14,9/30/2015,222.68,9/30/2015,1.55,9/30/2015,36.77,9/30/2015,12.45,9/30/2015,201.87,9/30/2015,75.54,9/30/2015,55.78,9/30/2015,81.67,9/30/2015,40.25,9/30/2015,130.21,9/30/2015,43.86,9/30/2015,7335.42,9/30/2015,1821.15
10/1/2015,887.24,10/1/2015,185.2,10/1/2015,82.9,10/1/2015,250.61,10/1/2015,1683.88,10/1/2015,768.31,10/1/2015,83.5,10/1/2015,39.25,10/1/2015,154.11,10/1/2015,227.2,10/1/2015,1.58,10/1/2015,36.73,10/1/2015,12.45,10/1/2015,199.54,10/1/2015,75.5,10/1/2015,55.99,10/1/2015,81.09,10/1/2015,40.59,10/1/2015,129.95,10/1/2015,43.71,10/1/2015,7295.26,10/1/2015,1828.67
10/2/2015,872.73,10/2/2015,186.2,10/2/2015,83.3,10/2/2015,254.48,10/2/2015,1707.8,10/2/2015,772.31,10/2/2015,82.33,10/2/2015,39.29,10/2/2015,154.8,10/2/2015,231.22,10/2/2015,1.57,10/2/2015,36.2,10/2/2015,12.49,10/2/2015,203.25,10/2/2015,75.66,10/2/2015,56.34,10/2/2015,80.8,10/2/2015,40.59,10/2/2015,133.24,10/2/2015,44.68,10/2/2015,7378.09,10/2/2015,1845.61
10/5/2015,894.81,10/5/2015,189.42,10/5/2015,82.72,10/5/2015,259.02,10/5/2015,1733.09,10/5/2015,791.93,10/5/2015,82.52,10/5/2015,39.99,10/5/2015,155.02,10/5/2015,234.98,10/5/2015,1.56,10/5/2015,37.01,10/5/2015,12.71,10/5/2015,208.96,10/5/2015,77.47,10/5/2015,56.02,10/5/2015,82.74,10/5/2015,41.81,10/5/2015,136.52,10/5/2015,46.75,10/5/2015,7525.36,10/5/2015,1879.43
10/6/2015,900.66,10/6/2015,190.38,10/6/2015,82.79,10/6/2015,254.59,10/6/2015,1754.35,10/6/2015,804.48,10/6/2015,81.39,10/6/2015,39.85,10/6/2015,154.77,10/6/2015,237.1,10/6/2015,1.57,10/6/2015,37.3,10/6/2015,12.86,10/6/2015,210.06,10/6/2015,78.04,10/6/2015,56.28,10/6/2015,83.58,10/6/2015,41.91,10/6/2015,138.36,10/6/2015,47.99,10/6/2015,7501.05,10/6/2015,1872.4
10/7/2015,908.44,10/7/2015,190.19,10/7/2015,83.26,10/7/2015,259.06,10/7/2015,1738.89,10/7/2015,799,10/7/2015,84.17,10/7/2015,40.54,10/7/2015,154.42,10/7/2015,236.25,10/7/2015,1.55,10/7/2015,38.4,10/7/2015,13.06,10/7/2015,206.38,10/7/2015,79.14,10/7/2015,56.15,10/7/2015,84.86,10/7/2015,42.29,10/7/2015,138.71,10/7/2015,48.7,10/7/2015,7412.5,10/7/2015,1890.41
10/8/2015,897.25,10/8/2015,190.86,10/8/2015,83.56,10/8/2015,259.29,10/8/2015,1743.99,10/8/2015,803.12,10/8/2015,83.81,10/8/2015,40.63,10/8/2015,153.67,10/8/2015,233.62,10/8/2015,1.55,10/8/2015,38.2,10/8/2015,13.13,10/8/2015,208.06,10/8/2015,78.51,10/8/2015,56.35,10/8/2015,84.47,10/8/2015,41.9,10/8/2015,137.98,10/8/2015,49.22,10/8/2015,7452.77,10/8/2015,1905.62
10/9/2015,916.61,10/9/2015,192.91,10/9/2015,83.77,10/9/2015,262.39,10/9/2015,1769.1,10/9/2015,817.61,10/9/2015,82.48,10/9/2015,40.63,10/9/2015,153.5,10/9/2015,234.32,10/9/2015,1.56,10/9/2015,39.05,10/9/2015,13.42,10/9/2015,208.83,10/9/2015,79.48,10/9/2015,56.74,10/9/2015,86.32,10/9/2015,41.76,10/9/2015,137.52,10/9/2015,50.7,10/9/2015,7437.85,10/9/2015,1902.16
10/12/2015,910.75,10/12/2015,193.34,10/12/2015,83.7,10/12/2015,261.76,10/12/2015,1770.98,10/12/2015,815.18,10/12/2015,85.09,10/12/2015,41.2,10/12/2015,153.87,10/12/2015,233.51,10/12/2015,1.56,10/12/2015,38.97,10/12/2015,13.26,10/12/2015,209.47,10/12/2015,80.53,10/12/2015,56.83,10/12/2015,86.57,10/12/2015,41.79,10/12/2015,136.43,10/12/2015,50.29,10/12/2015,7427.47,10/12/2015,1912.84
10/13/2015,898.15,10/13/2015,193.78,10/13/2015,82.57,10/13/2015,261.02,10/13/2015,1770.51,10/13/2015,815.53,10/13/2015,84.71,10/13/2015,41.18,10/13/2015,154.72,10/13/2015,233.33,10/13/2015,1.55,10/13/2015,38.65,10/13/2015,13.21,10/13/2015,209.34,10/13/2015,79.77,10/13/2015,56.83,10/13/2015,86.05,10/13/2015,41.02,10/13/2015,137.43,10/13/2015,50.77,10/13/2015,7388.34,10/13/2015,1898.85
10/14/2015,890.35,10/14/2015,194.52,10/14/2015,83.91,10/14/2015,259.09,10/14/2015,1780.96,10/14/2015,816.17,10/14/2015,88.05,10/14/2015,41.58,10/14/2015,157.85,10/14/2015,234.79,10/14/2015,1.56,10/14/2015,38.65,10/14/2015,13.11,10/14/2015,211.13,10/14/2015,80.74,10/14/2015,57.15,10/14/2015,87.2,10/14/2015,41.25,10/14/2015,137.57,10/14/2015,50.63,10/14/2015,7449.26,10/14/2015,1885.2
10/15/2015,904.95,10/15/2015,194.3,10/15/2015,83.59,10/15/2015,262.82,10/15/2015,1784.64,10/15/2015,823.98,10/15/2015,87.01,10/15/2015,42.07,10/15/2015,158.68,10/15/2015,238.34,10/15/2015,1.56,10/15/2015,39.5,10/15/2015,13.18,10/15/2015,212.53,10/15/2015,82.22,10/15/2015,56.9,10/15/2015,87.83,10/15/2015,42.86,10/15/2015,138.27,10/15/2015,51.51,10/15/2015,7521.83,10/15/2015,1909.22
10/16/2015,916.17,10/16/2015,194.03,10/16/2015,83.54,10/16/2015,262.98,10/16/2015,1792.32,10/16/2015,818.13,10/16/2015,83.22,10/16/2015,42.14,10/16/2015,158.19,10/16/2015,238.92,10/16/2015,1.58,10/16/2015,38.96,10/16/2015,13.32,10/16/2015,214.83,10/16/2015,82.29,10/16/2015,56.85,10/16/2015,88.11,10/16/2015,42.48,10/16/2015,139.34,10/16/2015,50.7,10/16/2015,7533.71,10/16/2015,1924.26
10/19/2015,912.08,10/19/2015,194.31,10/19/2015,82.89,10/19/2015,264.67,10/19/2015,1807.88,10/19/2015,824.23,10/19/2015,84.06,10/19/2015,42.28,10/19/2015,159.62,10/19/2015,239.16,10/19/2015,1.57,10/19/2015,38.77,10/19/2015,13.27,10/19/2015,214.34,10/19/2015,82.89,10/19/2015,56.52,10/19/2015,87.8,10/19/2015,42.64,10/19/2015,139.35,10/19/2015,51.81,10/19/2015,7639.12,10/19/2015,1949.14
10/20/2015,914.39,10/20/2015,194.78,10/20/2015,82.28,10/20/2015,265.1,10/20/2015,1807.29,10/20/2015,825.31,10/20/2015,84.39,10/20/2015,42.26,10/20/2015,160.39,10/20/2015,238.03,10/20/2015,1.57,10/20/2015,38.32,10/20/2015,13.23,10/20/2015,214.98,10/20/2015,82.58,10/20/2015,56.68,10/20/2015,87.12,10/20/2015,42.84,10/20/2015,141.15,10/20/2015,52.58,10/20/2015,7672.07,10/20/2015,1948.69
10/21/2015,902.45,10/21/2015,195.31,10/21/2015,81.79,10/21/2015,261.32,10/21/2015,1812.16,10/21/2015,833.7,10/21/2015,84.48,10/21/2015,42.25,10/21/2015,160.84,10/21/2015,232.28,10/21/2015,1.56,10/21/2015,37.77,10/21/2015,13.37,10/21/2015,217.03,10/21/2015,83.24,10/21/2015,37.45,10/21/2015,87.17,10/21/2015,41.78,10/21/2015,142.28,10/21/2015,51.31,10/21/2015,7704.95,10/21/2015,1943.52
10/22/2015,911.43,10/22/2015,194.71,10/22/2015,80.23,10/22/2015,264.6,10/22/2015,1804.83,10/22/2015,836.6,10/22/2015,82.73,10/22/2015,42.77,10/22/2015,159.32,10/22/2015,232.53,10/22/2015,1.55,10/22/2015,38.05,10/22/2015,13.41,10/22/2015,218.75,10/22/2015,83.66,10/22/2015,36.81,10/22/2015,87.52,10/22/2015,42.27,10/22/2015,140.53,10/22/2015,51.7,10/22/2015,7759.07,10/22/2015,1965.74
10/23/2015,928.36,10/23/2015,193.65,10/23/2015,79.69,10/23/2015,261.76,10/23/2015,1784.53,10/23/2015,842.91,10/23/2015,81.68,10/23/2015,43.43,10/23/2015,157.79,10/23/2015,234.96,10/23/2015,1.56,10/23/2015,38.56,10/23/2015,13.38,10/23/2015,219.79,10/23/2015,83.32,10/23/2015,36.38,10/23/2015,88.06,10/23/2015,42.1,10/23/2015,141.08,10/23/2015,51.29,10/23/2015,7750.68,10/23/2015,1947.03
10/26/2015,937.78,10/26/2015,193.09,10/26/2015,81.06,10/26/2015,261.21,10/26/2015,1788.23,10/26/2015,837.78,10/26/2015,81.75,10/26/2015,43.18,10/26/2015,158.16,10/26/2015,235.92,10/26/2015,1.55,10/26/2015,38.4,10/26/2015,13.44,10/26/2015,219.14,10/26/2015,83.77,10/26/2015,36.44,10/26/2015,88.71,10/26/2015,42.33,10/26/2015,142.85,10/26/2015,50.36,10/26/2015,7768.61,10/26/2015,1948.41
10/27/2015,936.52,10/27/2015,194.11,10/27/2015,80.14,10/27/2015,256.49,10/27/2015,1778.95,10/27/2015,823.86,10/27/2015,82.27,10/27/2015,43.2,10/27/2015,158.3,10/27/2015,233.85,10/27/2015,1.58,10/27/2015,37.97,10/27/2015,13.33,10/27/2015,218.77,10/27/2015,84.17,10/27/2015,36.44,10/27/2015,88.54,10/27/2015,42,10/27/2015,142.33,10/27/2015,49.34,10/27/2015,7746.24,10/27/2015,1946.6
10/28/2015,927.08,10/28/2015,194.91,10/28/2015,80.7,10/28/2015,257.86,10/28/2015,1798.04,10/28/2015,829.19,10/28/2015,82.38,10/28/2015,43.09,10/28/2015,160.2,10/28/2015,237.77,10/28/2015,1.58,10/28/2015,37.69,10/28/2015,13.41,10/28/2015,221.07,10/28/2015,83.27,10/28/2015,36.49,10/28/2015,88.11,10/28/2015,42.54,10/28/2015,142.19,10/28/2015,50.13,10/28/2015,7807.3,10/28/2015,1947.61
10/29/2015,916.81,10/29/2015,192.35,10/29/2015,79.98,10/29/2015,258.58,10/29/2015,1788.17,10/29/2015,827.46,10/29/2015,81.52,10/29/2015,42.92,10/29/2015,159.13,10/29/2015,237.84,10/29/2015,1.58,10/29/2015,37.43,10/29/2015,13.24,10/29/2015,219.8,10/29/2015,82.45,10/29/2015,36.15,10/29/2015,86.78,10/29/2015,40.77,10/29/2015,140.53,10/29/2015,49.29,10/29/2015,7769.56,10/29/2015,1945.43
10/30/2015,924.11,10/30/2015,195.48,10/30/2015,80.31,10/30/2015,257.63,10/30/2015,1802.24,10/30/2015,828.1,10/30/2015,82.33,10/30/2015,42.82,10/30/2015,160.74,10/30/2015,241.08,10/30/2015,1.59,10/30/2015,38.06,10/30/2015,13.31,10/30/2015,220.11,10/30/2015,83.96,10/30/2015,36.43,10/30/2015,86.54,10/30/2015,40.83,10/30/2015,140.46,10/30/2015,51.42,10/30/2015,7822.61,10/30/2015,1931.18
11/2/2015,916.12,11/2/2015,195.34,11/2/2015,80.88,11/2/2015,257.61,11/2/2015,1809.41,11/2/2015,832.57,11/2/2015,82.43,11/2/2015,43.2,11/2/2015,162.21,11/2/2015,238.95,11/2/2015,1.57,11/2/2015,37.87,11/2/2015,13.35,11/2/2015,219.42,11/2/2015,84.03,11/2/2015,36.39,11/2/2015,85.44,11/2/2015,40.92,11/2/2015,141.56,11/2/2015,59.37,11/2/2015,7794.65,11/2/2015,1971.36
11/3/2015,923.66,11/3/2015,193.42,11/3/2015,79.98,11/3/2015,255.94,11/3/2015,1760.01,11/3/2015,809.06,11/3/2015,82.73,11/3/2015,43.16,11/3/2015,158.79,11/3/2015,238.45,11/3/2015,1.56,11/3/2015,37.89,11/3/2015,13.36,11/3/2015,212.44,11/3/2015,82.67,11/3/2015,36.12,11/3/2015,85.79,11/3/2015,40.77,11/3/2015,139.88,11/3/2015,58.79,11/3/2015,7687.77,11/3/2015,1951.32
11/4/2015,927.85,11/4/2015,192.54,11/4/2015,79.35,11/4/2015,253.73,11/4/2015,1754.45,11/4/2015,802.52,11/4/2015,80.41,11/4/2015,43.63,11/4/2015,157.69,11/4/2015,235.26,11/4/2015,1.55,11/4/2015,38.5,11/4/2015,13.25,11/4/2015,210.33,11/4/2015,82.5,11/4/2015,35.82,11/4/2015,86.42,11/4/2015,40.42,11/4/2015,135.68,11/4/2015,59.64,11/4/2015,7552.79,11/4/2015,1942.25
11/5/2015,914.59,11/5/2015,192.51,11/5/2015,79.4,11/5/2015,256.81,11/5/2015,1760.81,11/5/2015,788.83,11/5/2015,81.7,11/5/2015,43.17,11/5/2015,157.87,11/5/2015,230.4,11/5/2015,1.56,11/5/2015,38,11/5/2015,12.99,11/5/2015,211.91,11/5/2015,83.19,11/5/2015,32.57,11/5/2015,85.81,11/5/2015,40.5,11/5/2015,135.73,11/5/2015,57.95,11/5/2015,7578.95,11/5/2015,1945.55
11/6/2015,908.2,11/6/2015,190.12,11/6/2015,78.52,11/6/2015,250.86,11/6/2015,1728.25,11/6/2015,774.32,11/6/2015,78.99,11/6/2015,42.7,11/6/2015,155.56,11/6/2015,229.22,11/6/2015,1.54,11/6/2015,37.57,11/6/2015,12.74,11/6/2015,207.03,11/6/2015,82.06,11/6/2015,32.21,11/6/2015,84.36,11/6/2015,39.24,11/6/2015,135.26,11/6/2015,55.26,11/6/2015,7437.2,11/6/2015,1885.38
11/9/2015,886.26,11/9/2015,188.81,11/9/2015,79.43,11/9/2015,248.15,11/9/2015,1693.71,11/9/2015,770.63,11/9/2015,79.05,11/9/2015,41.79,11/9/2015,153.9,11/9/2015,228.33,11/9/2015,1.53,11/9/2015,37.21,11/9/2015,12.59,11/9/2015,202.43,11/9/2015,81.63,11/9/2015,32.22,11/9/2015,83.44,11/9/2015,38.95,11/9/2015,133.17,11/9/2015,54.7,11/9/2015,7295.05,11/9/2015,1858.57
