Date,Australia,,Belgium,,Bulgaria,,Canada,,France,,Germany,,Greece,,Hong Kong,,Ireland,,Italy,,Japan,,Malaysia,,Mexico,,Netherlands,,New Zealand,,Portugal,,Singapore,,South Africa,,Spain,,Turkey,,UK,,US
11/10/2015,870.15,11/10/2015,185.49,11/10/2015,78.73,11/10/2015,246.75,11/10/2015,1685.28,11/10/2015,754.07,11/10/2015,77.06,11/10/2015,41.24,11/10/2015,152.51,11/10/2015,227.96,11/10/2015,1.54,11/10/2015,37.2,11/10/2015,12.62,11/10/2015,201.62,11/10/2015,81.6,11/10/2015,32.06,11/10/2015,83.55,11/10/2015,38.86,11/10/2015,130.75,11/10/2015,53.9,11/10/2015,7226.24,11/10/2015,1875.7
11/11/2015,877.7,11/11/2015,187.24,11/11/2015,78.57,11/11/2015,247.37,11/11/2015,1704.88,11/11/2015,758.31,11/11/2015,76.24,11/11/2015,41.51,11/11/2015,151.59,11/11/2015,230.16,11/11/2015,1.54,11/11/2015,37.09,11/11/2015,12.71,11/11/2015,206.26,11/11/2015,81.48,11/11/2015,32.17,11/11/2015,82.17,11/11/2015,39.7,11/11/2015,133.46,11/11/2015,55.63,11/11/2015,7277.87,11/11/2015,1880.02
11/12/2015,881.97,11/12/2015,186.38,11/12/2015,79.07,11/12/2015,244.97,11/12/2015,1694.07,11/12/2015,752.33,11/12/2015,74.63,11/12/2015,43.17,11/12/2015,153.81,11/12/2015,227.31,11/12/2015,1.54,11/12/2015,36.96,11/12/2015,12.7,11/12/2015,204.52,11/12/2015,81.47,11/12/2015,32.24,11/12/2015,82.23,11/12/2015,39.19,11/12/2015,131.69,11/12/2015,56.84,11/12/2015,7184.02,11/12/2015,1865.18
11/13/2015,877.36,11/13/2015,186.61,11/13/2015,78.8,11/13/2015,244.1,11/13/2015,1681.18,11/13/2015,749.97,11/13/2015,73.44,11/13/2015,42.93,11/13/2015,152.22,11/13/2015,225.73,11/13/2015,1.55,11/13/2015,36.54,11/13/2015,12.69,11/13/2015,201.42,11/13/2015,81.85,11/13/2015,32.17,11/13/2015,81.2,11/13/2015,38.6,11/13/2015,132.3,11/13/2015,55.9,11/13/2015,7170.84,11/13/2015,1845.23
11/16/2015,860.71,11/16/2015,186.87,11/16/2015,78.29,11/16/2015,244.1,11/16/2015,1673.44,11/16/2015,742.01,11/16/2015,69.76,11/16/2015,42.79,11/16/2015,151.2,11/16/2015,224.58,11/16/2015,1.54,11/16/2015,36.51,11/16/2015,12.63,11/16/2015,201.52,11/16/2015,80.8,11/16/2015,32.13,11/16/2015,81.04,11/16/2015,38.92,11/16/2015,132.52,11/16/2015,54.75,11/16/2015,7253.17,11/16/2015,1867.34
11/17/2015,888.08,11/17/2015,187.28,11/17/2015,78.36,11/17/2015,247.37,11/17/2015,1692.82,11/17/2015,772.13,11/17/2015,72.89,11/17/2015,43.14,11/17/2015,152.58,11/17/2015,226.05,11/17/2015,1.55,11/17/2015,36.72,11/17/2015,12.9,11/17/2015,205.96,11/17/2015,80.91,11/17/2015,28.74,11/17/2015,81.23,11/17/2015,39.89,11/17/2015,134.64,11/17/2015,54.9,11/17/2015,7394.01,11/17/2015,1870.48
11/18/2015,888.91,11/18/2015,187.16,11/18/2015,78.33,11/18/2015,246.05,11/18/2015,1693.95,11/18/2015,774.5,11/18/2015,72.69,11/18/2015,43.1,11/18/2015,152.62,11/18/2015,224.62,11/18/2015,1.55,11/18/2015,36.88,11/18/2015,13,11/18/2015,205.43,11/18/2015,80.99,11/18/2015,28.73,11/18/2015,81.02,11/18/2015,40.1,11/18/2015,132.98,11/18/2015,54.43,11/18/2015,7340.49,11/18/2015,1890.26
11/19/2015,919.43,11/19/2015,189.85,11/19/2015,78.79,11/19/2015,248.01,11/19/2015,1724.7,11/19/2015,781.27,11/19/2015,72.9,11/19/2015,43.82,11/19/2015,154.52,11/19/2015,230.16,11/19/2015,1.56,11/19/2015,37.18,11/19/2015,13.36,11/19/2015,210.15,11/19/2015,82.94,11/19/2015,28.97,11/19/2015,82.15,11/19/2015,41.14,11/19/2015,136.35,11/19/2015,55.87,11/19/2015,7452.91,11/19/2015,1895.51
11/20/2015,924.43,11/20/2015,189.14,11/20/2015,78.67,11/20/2015,249.19,11/20/2015,1726.19,11/20/2015,783.49,11/20/2015,72.26,11/20/2015,44.38,11/20/2015,153.56,11/20/2015,227.1,11/20/2015,1.58,11/20/2015,37.83,11/20/2015,13.48,11/20/2015,211.56,11/20/2015,82.63,11/20/2015,28.79,11/20/2015,82.3,11/20/2015,41.28,11/20/2015,135.48,11/20/2015,56.84,11/20/2015,7439.41,11/20/2015,1916.4
11/23/2015,924.2,11/23/2015,185.69,11/23/2015,77.96,11/23/2015,247.68,11/23/2015,1698.19,11/23/2015,771.36,11/23/2015,69.25,11/23/2015,44.23,11/23/2015,152.39,11/23/2015,225.2,11/23/2015,1.58,11/23/2015,37.89,11/23/2015,13.4,11/23/2015,206.09,11/23/2015,81.88,11/23/2015,28.65,11/23/2015,81.68,11/23/2015,40.37,11/23/2015,133.4,11/23/2015,56.32,11/23/2015,7304.09,11/23/2015,1918.08
11/24/2015,926.6,11/24/2015,184.19,11/24/2015,78.13,11/24/2015,250.1,11/24/2015,1677.09,11/24/2015,771.3,11/24/2015,70.55,11/24/2015,43.37,11/24/2015,151.42,11/24/2015,224.6,11/24/2015,1.58,11/24/2015,38.36,11/24/2015,13.55,11/24/2015,199.25,11/24/2015,82.42,11/24/2015,27.44,11/24/2015,82.41,11/24/2015,39.94,11/24/2015,131.8,11/24/2015,53.23,11/24/2015,7187.14,11/24/2015,1907.45
11/25/2015,915.34,11/25/2015,186.09,11/25/2015,77.62,11/25/2015,249.18,11/25/2015,1695.96,11/25/2015,782.66,11/25/2015,74.28,11/25/2015,43.21,11/25/2015,152.07,11/25/2015,226.38,11/25/2015,1.58,11/25/2015,38.79,11/25/2015,13.48,11/25/2015,202.1,11/25/2015,82.88,11/25/2015,27.33,11/25/2015,82.21,11/25/2015,39.59,11/25/2015,132.46,11/25/2015,53.17,11/25/2015,7303.66,11/25/2015,1913.9
11/26/2015,911.4,11/26/2015,185.77,11/26/2015,78.09,11/26/2015,248.47,11/26/2015,1701.93,11/26/2015,791.32,11/26/2015,78.85,11/26/2015,42.97,11/26/2015,153.68,11/26/2015,226.41,11/26/2015,1.59,11/26/2015,38.44,11/26/2015,13.42,11/26/2015,201.87,11/26/2015,83.45,11/26/2015,27.38,11/26/2015,82.5,11/26/2015,39.13,11/26/2015,135.97,11/26/2015,50.46,11/26/2015,7308.14,11/26/2015,1913.89
11/27/2015,908.77,11/27/2015,185.19,11/27/2015,77.8,11/27/2015,248.99,11/27/2015,1708.97,11/27/2015,783.7,11/27/2015,76.65,11/27/2015,43.15,11/27/2015,154.71,11/27/2015,226.16,11/27/2015,1.59,11/27/2015,38.12,11/27/2015,13.55,11/27/2015,202.23,11/27/2015,83.71,11/27/2015,27.32,11/27/2015,82.05,11/27/2015,38.73,11/27/2015,136.08,11/27/2015,51.47,11/27/2015,7316.57,11/27/2015,1928.61
11/30/2015,909.22,11/30/2015,185.56,11/30/2015,77.67,11/30/2015,250.48,11/30/2015,1714.56,11/30/2015,788.53,11/30/2015,73.34,11/30/2015,43.13,11/30/2015,153.33,11/30/2015,228.43,11/30/2015,1.57,11/30/2015,37.82,11/30/2015,13.38,11/30/2015,200.51,11/30/2015,84.69,11/30/2015,27.23,11/30/2015,82.66,11/30/2015,38.82,11/30/2015,135.15,11/30/2015,50.6,11/30/2015,7334.8,11/30/2015,1913.61
12/1/2015,939.41,12/1/2015,186.95,12/1/2015,78.01,12/1/2015,249.35,12/1/2015,1736.02,12/1/2015,799.91,12/1/2015,74.91,12/1/2015,43.39,12/1/2015,157.85,12/1/2015,228.26,12/1/2015,1.59,12/1/2015,38.15,12/1/2015,13.36,12/1/2015,204.15,12/1/2015,85.02,12/1/2015,27.35,12/1/2015,83.97,12/1/2015,38.26,12/1/2015,136.19,12/1/2015,52.4,12/1/2015,7432.57,12/1/2015,1941.14
12/2/2015,931.87,12/2/2015,185.51,12/2/2015,77.03,12/2/2015,247.12,12/2/2015,1733.14,12/2/2015,789,12/2/2015,75.22,12/2/2015,43.56,12/2/2015,156.95,12/2/2015,229.2,12/2/2015,1.56,12/2/2015,38.63,12/2/2015,13.09,12/2/2015,201.55,12/2/2015,84.78,12/2/2015,27.26,12/2/2015,83.94,12/2/2015,37.78,12/2/2015,135.95,12/2/2015,51.78,12/2/2015,7350.82,12/2/2015,1903.07
12/3/2015,928.11,12/3/2015,188.78,12/3/2015,79.15,12/3/2015,244.91,12/3/2015,1734.46,12/3/2015,787.77,12/3/2015,78.1,12/3/2015,43.24,12/3/2015,159.41,12/3/2015,226.37,12/3/2015,1.57,12/3/2015,38.36,12/3/2015,12.93,12/3/2015,199.01,12/3/2015,84.4,12/3/2015,27.98,12/3/2015,84.35,12/3/2015,36.83,12/3/2015,139.26,12/3/2015,50.8,12/3/2015,7220.27,12/3/2015,1876.38
12/4/2015,922.55,12/4/2015,188.18,12/4/2015,79.8,12/4/2015,245.25,12/4/2015,1730.82,12/4/2015,786.05,12/4/2015,78.74,12/4/2015,42.97,12/4/2015,160.14,12/4/2015,228.07,12/4/2015,1.56,12/4/2015,38.54,12/4/2015,12.99,12/4/2015,198.94,12/4/2015,85.62,12/4/2015,28.07,12/4/2015,84.2,12/4/2015,36.55,12/4/2015,138.24,12/4/2015,49.18,12/4/2015,7241.78,12/4/2015,1911.2
12/7/2015,922.71,12/7/2015,188.25,12/7/2015,79.33,12/7/2015,240.26,12/7/2015,1736.32,12/7/2015,793.21,12/7/2015,77.75,12/7/2015,43.22,12/7/2015,161.3,12/7/2015,225.72,12/7/2015,1.56,12/7/2015,38.57,12/7/2015,12.8,12/7/2015,201.31,12/7/2015,84.66,12/7/2015,27.98,12/7/2015,83.93,12/7/2015,36.16,12/7/2015,140.12,12/7/2015,49.21,12/7/2015,7246.91,12/7/2015,1907.61
12/8/2015,924.92,12/8/2015,188.26,12/8/2015,79.09,12/8/2015,237.2,12/8/2015,1738.78,12/8/2015,778.91,12/8/2015,77.15,12/8/2015,42.86,12/8/2015,160.3,12/8/2015,224.35,12/8/2015,1.57,12/8/2015,37.74,12/8/2015,12.69,12/8/2015,200.06,12/8/2015,84.61,12/8/2015,28.03,12/8/2015,83.33,12/8/2015,35.77,12/8/2015,140.35,12/8/2015,47.58,12/8/2015,7141.64,12/8/2015,1905.99
12/9/2015,917.76,12/9/2015,189.12,12/9/2015,79.76,12/9/2015,235.73,12/9/2015,1739.93,12/9/2015,786.4,12/9/2015,75.79,12/9/2015,42.55,12/9/2015,160.73,12/9/2015,227.84,12/9/2015,1.58,12/9/2015,37.65,12/9/2015,12.78,12/9/2015,199.14,12/9/2015,85.28,12/9/2015,25.64,12/9/2015,83.48,12/9/2015,36.28,12/9/2015,140.55,12/9/2015,48.84,12/9/2015,7197.86,12/9/2015,1893.5
12/10/2015,915.17,12/10/2015,189.31,12/10/2015,79.67,12/10/2015,234.77,12/10/2015,1727.7,12/10/2015,776.33,12/10/2015,75.98,12/10/2015,42.42,12/10/2015,159.92,12/10/2015,221.86,12/10/2015,1.57,12/10/2015,37.39,12/10/2015,12.78,12/10/2015,197.57,12/10/2015,86.1,12/10/2015,21.64,12/10/2015,82.74,12/10/2015,31.79,12/10/2015,138.81,12/10/2015,46.76,12/10/2015,7129.53,12/10/2015,1878.68
12/11/2015,907.32,12/11/2015,188.9,12/11/2015,80.37,12/11/2015,231.35,12/11/2015,1718.04,12/11/2015,765.42,12/11/2015,77.68,12/11/2015,42.38,12/11/2015,158.98,12/11/2015,219.08,12/11/2015,1.57,12/11/2015,37.24,12/11/2015,12.35,12/11/2015,196.11,12/11/2015,86.16,12/11/2015,21.76,12/11/2015,81.74,12/11/2015,27.59,12/11/2015,139.24,12/11/2015,45.52,12/11/2015,7019.66,12/11/2015,1873.24
12/14/2015,899.59,12/14/2015,188.22,12/14/2015,80.75,12/14/2015,227.85,12/14/2015,1703.74,12/14/2015,765.34,12/14/2015,78.26,12/14/2015,42.25,12/14/2015,161.83,12/14/2015,218.04,12/14/2015,1.57,12/14/2015,36.74,12/14/2015,12.44,12/14/2015,194.38,12/14/2015,86.6,12/14/2015,21.82,12/14/2015,81.07,12/14/2015,31.74,12/14/2015,139.5,12/14/2015,45.23,12/14/2015,6908,12/14/2015,1880.93
12/15/2015,892.32,12/15/2015,188.24,12/15/2015,80.28,12/15/2015,232.22,12/15/2015,1710.33,12/15/2015,768.42,12/15/2015,76.41,12/15/2015,42.04,12/15/2015,158.71,12/15/2015,220.36,12/15/2015,1.53,12/15/2015,37.02,12/15/2015,12.64,12/15/2015,197.46,12/15/2015,86.27,12/15/2015,21.61,12/15/2015,81.12,12/15/2015,32.88,12/15/2015,140.45,12/15/2015,47.29,12/15/2015,7010.37,12/15/2015,1899.75
12/16/2015,928.27,12/16/2015,188.54,12/16/2015,80.46,12/16/2015,234.18,12/16/2015,1724.2,12/16/2015,774.47,12/16/2015,79.5,12/16/2015,41.96,12/16/2015,159.44,12/16/2015,219.9,12/16/2015,1.56,12/16/2015,37.06,12/16/2015,12.73,12/16/2015,197.99,12/16/2015,86.18,12/16/2015,21.65,12/16/2015,81.9,12/16/2015,32.77,12/16/2015,141.45,12/16/2015,47.72,12/16/2015,7079.37,12/16/2015,1936.27
12/17/2015,917.33,12/17/2015,188.32,12/17/2015,79.46,12/17/2015,233.49,12/17/2015,1708.67,12/17/2015,779.58,12/17/2015,77.11,12/17/2015,41.9,12/17/2015,161.11,12/17/2015,228.84,12/17/2015,1.55,12/17/2015,37.01,12/17/2015,12.77,12/17/2015,199.19,12/17/2015,84.3,12/17/2015,21.44,12/17/2015,81.93,12/17/2015,33.24,12/17/2015,142,12/17/2015,49.02,12/17/2015,7052.79,12/17/2015,1926.87
12/18/2015,926.93,12/18/2015,189.28,12/18/2015,79.73,12/18/2015,234.19,12/18/2015,1706.13,12/18/2015,780.78,12/18/2015,73.01,12/18/2015,41.82,12/18/2015,160.69,12/18/2015,224.1,12/18/2015,1.59,12/18/2015,36.93,12/18/2015,12.85,12/18/2015,198.77,12/18/2015,85.25,12/18/2015,21.46,12/18/2015,82.62,12/18/2015,32.68,12/18/2015,141.03,12/18/2015,47.75,12/18/2015,6999.24,12/18/2015,1903.9
12/21/2015,921.88,12/21/2015,189.82,12/21/2015,80.29,12/21/2015,232.23,12/21/2015,1696.11,12/21/2015,776.44,12/21/2015,75.26,12/21/2015,41.95,12/21/2015,159.22,12/21/2015,223.13,12/21/2015,1.59,12/21/2015,36.52,12/21/2015,12.72,12/21/2015,197.47,12/21/2015,85.8,12/21/2015,21.6,12/21/2015,82.39,12/21/2015,33.45,12/21/2015,135.05,12/21/2015,49.23,12/21/2015,6953.18,12/21/2015,1914.27
12/22/2015,930.18,12/22/2015,191.33,12/22/2015,80.99,12/22/2015,232.66,12/22/2015,1702.84,12/22/2015,778.93,12/22/2015,74.96,12/22/2015,42.01,12/22/2015,162.5,12/22/2015,226.13,12/22/2015,1.6,12/22/2015,36.51,12/22/2015,12.68,12/22/2015,198.31,12/22/2015,86.57,12/22/2015,21.7,12/22/2015,82.32,12/22/2015,33.46,12/22/2015,135.82,12/22/2015,48.23,12/22/2015,6944.61,12/22/2015,1922.03
12/23/2015,931.84,12/23/2015,191.75,12/23/2015,80.8,12/23/2015,233.39,12/23/2015,1704.66,12/23/2015,789.17,12/23/2015,74.55,12/23/2015,42.46,12/23/2015,161.7,12/23/2015,227.41,12/23/2015,1.6,12/23/2015,36.74,12/23/2015,12.77,12/23/2015,200.27,12/23/2015,85.7,12/23/2015,21.53,12/23/2015,82.52,12/23/2015,33.69,12/23/2015,137.14,12/23/2015,49.28,12/23/2015,7039.05,12/23/2015,1942.79
12/24/2015,943.26,12/24/2015,193.03,12/24/2015,81.37,12/24/2015,234.84,12/24/2015,1720.84,12/24/2015,794.94,12/24/2015,75.1,12/24/2015,42.3,12/24/2015,162,12/24/2015,229.08,12/24/2015,1.61,12/24/2015,36.74,12/24/2015,12.71,12/24/2015,203.04,12/24/2015,86.54,12/24/2015,21.68,12/24/2015,82.84,12/24/2015,33.57,12/24/2015,137.83,12/24/2015,48.78,12/24/2015,7108.9,12/24/2015,1941.86
12/25/2015,943.26,12/25/2015,193.03,12/25/2015,81.37,12/25/2015,234.84,12/25/2015,1720.84,12/25/2015,794.94,12/25/2015,75.1,12/25/2015,42.3,12/25/2015,162,12/25/2015,229.08,12/25/2015,1.61,12/25/2015,36.74,12/25/2015,12.71,12/25/2015,203.04,12/25/2015,86.54,12/25/2015,21.68,12/25/2015,82.84,12/25/2015,33.57,12/25/2015,137.83,12/25/2015,48.59,12/25/2015,7108.9,12/25/2015,1941.86
12/28/2015,942.07,12/28/2015,194.18,12/28/2015,81.4,12/28/2015,234.24,12/28/2015,1712.16,12/28/2015,797,12/28/2015,73.97,12/28/2015,42.09,12/28/2015,162.18,12/28/2015,226.19,12/28/2015,1.6,12/28/2015,37.61,12/28/2015,12.7,12/28/2015,200.89,12/28/2015,86.78,12/28/2015,21.71,12/28/2015,82.67,12/28/2015,33.67,12/28/2015,137.9,12/28/2015,48.57,12/28/2015,7089.86,12/28/2015,1951.95
12/29/2015,949.19,12/29/2015,194.27,12/29/2015,81.41,12/29/2015,234.8,12/29/2015,1717.85,12/29/2015,801.86,12/29/2015,71.79,12/29/2015,42.34,12/29/2015,162.33,12/29/2015,228.84,12/29/2015,1.6,12/29/2015,37.59,12/29/2015,12.67,12/29/2015,203.31,12/29/2015,86.42,12/29/2015,21.58,12/29/2015,82.77,12/29/2015,33.81,12/29/2015,137.85,12/29/2015,48.39,12/29/2015,7107.41,12/29/2015,1967.29
12/30/2015,952.54,12/30/2015,194.33,12/30/2015,82.29,12/30/2015,234.34,12/30/2015,1727.12,12/30/2015,806.78,12/30/2015,73.19,12/30/2015,42.55,12/30/2015,162.36,12/30/2015,225.03,12/30/2015,1.6,12/30/2015,37.62,12/30/2015,12.53,12/30/2015,202.12,12/30/2015,87.78,12/30/2015,21.6,12/30/2015,82.7,12/30/2015,32.84,12/30/2015,139.05,12/30/2015,47.81,12/30/2015,7058.36,12/30/2015,1956.37
12/31/2015,933.98,12/31/2015,193.34,12/31/2015,81.92,12/31/2015,230.6,12/31/2015,1712.64,12/31/2015,803.03,12/31/2015,71.77,12/31/2015,42.44,12/31/2015,162.91,12/31/2015,223.98,12/31/2015,1.61,12/31/2015,37.8,12/31/2015,12.63,12/31/2015,199.91,12/31/2015,86.46,12/31/2015,21.49,12/31/2015,82.46,12/31/2015,33.07,12/31/2015,137.33,12/31/2015,47.12,12/31/2015,6947.67,12/31/2015,1940.49
1/1/2016,933.98,1/1/2016,193.34,1/1/2016,81.92,1/1/2016,230.6,1/1/2016,1712.64,1/1/2016,803.02,1/1/2016,71.77,1/1/2016,42.44,1/1/2016,162.91,1/1/2016,223.98,1/1/2016,1.61,1/1/2016,37.8,1/1/2016,12.63,1/1/2016,199.91,1/1/2016,86.46,1/1/2016,21.49,1/1/2016,82.46,1/1/2016,33.07,1/1/2016,137.33,1/1/2016,47.12,1/1/2016,6947.66,1/1/2016,1940.48
1/4/2016,917.84,1/4/2016,190.76,1/4/2016,80.19,1/4/2016,229.52,1/4/2016,1682.24,1/4/2016,799.58,1/4/2016,72.07,1/4/2016,41.83,1/4/2016,158.18,1/4/2016,223.27,1/4/2016,1.6,1/4/2016,37.3,1/4/2016,12.67,1/4/2016,195.22,1/4/2016,85.02,1/4/2016,21.38,1/4/2016,81.7,1/4/2016,31.37,1/4/2016,135.26,1/4/2016,45.36,1/4/2016,6849.89,1/4/2016,1919.94
1/5/2016,903.75,1/5/2016,190.69,1/5/2016,79.18,1/5/2016,227.72,1/5/2016,1688.29,1/5/2016,783.74,1/5/2016,73.38,1/5/2016,41.43,1/5/2016,156.96,1/5/2016,225.21,1/5/2016,1.59,1/5/2016,36.99,1/5/2016,12.7,1/5/2016,195.87,1/5/2016,85.56,1/5/2016,21.21,1/5/2016,82.04,1/5/2016,32.22,1/5/2016,135.44,1/5/2016,45.84,1/5/2016,6922.08,1/5/2016,1956.81
1/6/2016,892.84,1/6/2016,190.6,1/6/2016,79.79,1/6/2016,224.89,1/6/2016,1687.1,1/6/2016,787.33,1/6/2016,73.59,1/6/2016,41.54,1/6/2016,154.7,1/6/2016,225.54,1/6/2016,1.6,1/6/2016,36.69,1/6/2016,12.45,1/6/2016,195.38,1/6/2016,85.33,1/6/2016,27.72,1/6/2016,81.59,1/6/2016,31.93,1/6/2016,133.4,1/6/2016,45.53,1/6/2016,6824.45,1/6/2016,1949.51
1/7/2016,881.5,1/7/2016,187.21,1/7/2016,80.19,1/7/2016,219.69,1/7/2016,1663.68,1/7/2016,767.9,1/7/2016,71.83,1/7/2016,41.19,1/7/2016,152.69,1/7/2016,218.65,1/7/2016,1.6,1/7/2016,36.41,1/7/2016,12.14,1/7/2016,192.55,1/7/2016,85.42,1/7/2016,27.93,1/7/2016,80.38,1/7/2016,30.44,1/7/2016,129.92,1/7/2016,44.74,1/7/2016,6676.52,1/7/2016,1911.83
1/8/2016,873.62,1/8/2016,188.4,1/8/2016,81.02,1/8/2016,218.96,1/8/2016,1669.51,1/8/2016,775.98,1/8/2016,72.24,1/8/2016,40.86,1/8/2016,154.38,1/8/2016,224.83,1/8/2016,1.58,1/8/2016,36.61,1/8/2016,12.03,1/8/2016,191.63,1/8/2016,84.09,1/8/2016,28.12,1/8/2016,79.96,1/8/2016,30.22,1/8/2016,128.93,1/8/2016,44.15,1/8/2016,6563.39,1/8/2016,1887.03
1/11/2016,868.42,1/11/2016,186.32,1/11/2016,80.79,1/11/2016,217.71,1/11/2016,1651.34,1/11/2016,763.64,1/11/2016,72.39,1/11/2016,40.29,1/11/2016,153.36,1/11/2016,218.89,1/11/2016,1.59,1/11/2016,37.02,1/11/2016,11.96,1/11/2016,191.48,1/11/2016,82.88,1/11/2016,27.98,1/11/2016,79.25,1/11/2016,29.02,1/11/2016,127.37,1/11/2016,45.16,1/11/2016,6535.63,1/11/2016,1896.94
1/12/2016,871.67,1/12/2016,187.83,1/12/2016,81.39,1/12/2016,215.53,1/12/2016,1667.72,1/12/2016,769.2,1/12/2016,72.69,1/12/2016,40.33,1/12/2016,152.87,1/12/2016,218.73,1/12/2016,1.54,1/12/2016,36.89,1/12/2016,11.83,1/12/2016,192.64,1/12/2016,82.57,1/12/2016,27.91,1/12/2016,79.37,1/12/2016,29.75,1/12/2016,128,1/12/2016,46.05,1/12/2016,6502.2,1/12/2016,1885.29
1/13/2016,886.91,1/13/2016,188.87,1/13/2016,81.36,1/13/2016,214.75,1/13/2016,1683.48,1/13/2016,781.76,1/13/2016,73.14,1/13/2016,41.36,1/13/2016,154.48,1/13/2016,219.85,1/13/2016,1.57,1/13/2016,37.32,1/13/2016,11.76,1/13/2016,194.39,1/13/2016,83.53,1/13/2016,27.97,1/13/2016,79.84,1/13/2016,30.04,1/13/2016,127.21,1/13/2016,45.97,1/13/2016,6549.09,1/13/2016,1860.12
1/14/2016,871.9,1/14/2016,186.54,1/14/2016,81.17,1/14/2016,212.23,1/14/2016,1661.44,1/14/2016,753.65,1/14/2016,72.78,1/14/2016,40.91,1/14/2016,152.25,1/14/2016,214.06,1/14/2016,1.57,1/14/2016,37.08,1/14/2016,11.68,1/14/2016,190.72,1/14/2016,81.34,1/14/2016,27.95,1/14/2016,79.01,1/14/2016,29.44,1/14/2016,124.11,1/14/2016,45.64,1/14/2016,6413.63,1/14/2016,1857.8
1/15/2016,855.66,1/15/2016,186.88,1/15/2016,81.9,1/15/2016,211.62,1/15/2016,1659.57,1/15/2016,755.57,1/15/2016,73.54,1/15/2016,40.87,1/15/2016,151.8,1/15/2016,211.44,1/15/2016,1.58,1/15/2016,37.25,1/15/2016,11.27,1/15/2016,190.31,1/15/2016,81.77,1/15/2016,28.24,1/15/2016,79.01,1/15/2016,28.06,1/15/2016,122.79,1/15/2016,44.34,1/15/2016,6247.85,1/15/2016,1839.08
1/18/2016,856.13,1/18/2016,182.81,1/18/2016,80.94,1/18/2016,206.87,1/18/2016,1626.4,1/18/2016,734.62,1/18/2016,70.67,1/18/2016,40.16,1/18/2016,148.76,1/18/2016,202.32,1/18/2016,1.56,1/18/2016,37.19,1/18/2016,11.38,1/18/2016,187.27,1/18/2016,81.56,1/18/2016,28.04,1/18/2016,78.74,1/18/2016,27.88,1/18/2016,120.85,1/18/2016,44.5,1/18/2016,6172.15,1/18/2016,1839.08
1/19/2016,876.1,1/19/2016,183.95,1/19/2016,81.64,1/19/2016,211.37,1/19/2016,1642.54,1/19/2016,733.69,1/19/2016,70.23,1/19/2016,40.81,1/19/2016,147.44,1/19/2016,197.95,1/19/2016,1.56,1/19/2016,37.71,1/19/2016,11.39,1/19/2016,189.5,1/19/2016,81.72,1/19/2016,28.1,1/19/2016,80.13,1/19/2016,28.31,1/19/2016,123.45,1/19/2016,44.39,1/19/2016,6161.69,1/19/2016,1850.91
1/20/2016,871.47,1/20/2016,180.4,1/20/2016,81.62,1/20/2016,207.81,1/20/2016,1591.38,1/20/2016,710.57,1/20/2016,69.73,1/20/2016,39.13,1/20/2016,146.8,1/20/2016,188.71,1/20/2016,1.56,1/20/2016,37.5,1/20/2016,11,1/20/2016,184.08,1/20/2016,80.62,1/20/2016,28.09,1/20/2016,78.85,1/20/2016,27.54,1/20/2016,119.19,1/20/2016,43.23,1/20/2016,6017.81,1/20/2016,1797.44
1/21/2016,882.14,1/21/2016,178.33,1/21/2016,81.28,1/21/2016,214.02,1/21/2016,1588.56,1/21/2016,724.37,1/21/2016,69.65,1/21/2016,38.56,1/21/2016,147.13,1/21/2016,190.72,1/21/2016,1.53,1/21/2016,37.07,1/21/2016,11.07,1/21/2016,185.09,1/21/2016,81.5,1/21/2016,27.91,1/21/2016,78.12,1/21/2016,28.08,1/21/2016,120.16,1/21/2016,42.58,1/21/2016,6079.16,1/21/2016,1809.41
1/22/2016,893.97,1/22/2016,184.57,1/22/2016,81.19,1/22/2016,221.77,1/22/2016,1647.88,1/22/2016,727.03,1/22/2016,69.85,1/22/2016,39.61,1/22/2016,150.14,1/22/2016,194.1,1/22/2016,1.53,1/22/2016,38.26,1/22/2016,11.21,1/22/2016,193.26,1/22/2016,81.44,1/22/2016,27.91,1/22/2016,78.93,1/22/2016,28.49,1/22/2016,125.43,1/22/2016,43.76,1/22/2016,6277.33,1/22/2016,1859.36
1/25/2016,892.96,1/25/2016,185.71,1/25/2016,81.3,1/25/2016,218.46,1/25/2016,1661.77,1/25/2016,743.12,1/25/2016,70.78,1/25/2016,39.82,1/25/2016,151.5,1/25/2016,196.75,1/25/2016,1.56,1/25/2016,38.26,1/25/2016,11.1,1/25/2016,194.92,1/25/2016,82.27,1/25/2016,27.93,1/25/2016,79.62,1/25/2016,28.8,1/25/2016,125.73,1/25/2016,43.64,1/25/2016,6264.92,1/25/2016,1844.73
1/26/2016,896.74,1/26/2016,186.3,1/26/2016,81.34,1/26/2016,221.62,1/26/2016,1680.76,1/26/2016,741.51,1/26/2016,69.71,1/26/2016,39.75,1/26/2016,152.89,1/26/2016,195.25,1/26/2016,1.57,1/26/2016,38.65,1/26/2016,11.13,1/26/2016,195.18,1/26/2016,81.92,1/26/2016,27.97,1/26/2016,79.34,1/26/2016,28.91,1/26/2016,125.64,1/26/2016,44.3,1/26/2016,6256.66,1/26/2016,1883.25
